model,provider,tokens_prompt,tokens_completion,tokens_reasoning,finish_reason,generation_time_ms,cost_total
gale-32b,Steadfast,1634,479,213,stop,3675,0.660742
gale-32b,Coreline,2413,391,172,stop,2356,0.854678
gale-32b,NimbusServe,2063,352,153,stop,6075,0.693477
gale-32b,Fastori,2673,371,165,stop,1428,0.999794
gale-32b,Steadfast,2386,325,149,stop,3962,0.918436
gale-32b,Fastori,2768,329,148,stop,1421,1.008440
gale-32b,Fastori,2257,319,141,stop,1409,0.829622
gale-32b,NimbusServe,1886,446,198,stop,5433,0.801390
gale-32b,Coreline,2422,340,152,stop,1939,0.884998
gale-32b,Coreline,3025,256,118,stop,2757,0.942340
gale-32b,NimbusServe,3428,346,149,stop,6178,1.275638
gale-32b,NimbusServe,1961,394,179,stop,5870,0.714428
gale-32b,Steadfast,2384,364,159,stop,3466,0.808591
gale-32b,Coreline,2155,240,108,stop,2425,0.789713
gale-32b,NimbusServe,3389,180,81,stop,5082,1.072334
gale-32b,Steadfast,2348,386,185,stop,4731,0.847665
gale-32b,Steadfast,1662,334,145,stop,3864,0.652731
gale-32b,Coreline,2949,419,183,stop,2735,1.000126
gale-32b,Steadfast,2159,324,142,stop,4539,0.773529
gale-32b,Steadfast,3011,234,109,stop,3372,1.059885
gale-32b,Fastori,2245,462,201,stop,1373,0.851104
gale-32b,Steadfast,2464,328,147,stop,2937,0.904042
gale-32b,NimbusServe,2883,253,112,stop,5373,1.007513
gale-32b,Coreline,2561,319,139,stop,2473,0.890625
gale-32b,Steadfast,2553,299,139,stop,4612,0.882110
gale-32b,NimbusServe,3030,303,138,stop,5595,0.964146
gale-32b,Steadfast,2227,258,117,stop,3676,0.748720
gale-32b,NimbusServe,1599,424,193,stop,5639,0.693741
gale-32b,Coreline,1937,405,184,stop,3188,0.822864
gale-32b,Coreline,3354,250,117,stop,2352,1.074995
gale-32b,Fastori,2000,363,162,stop,1185,0.736292
gale-32b,Steadfast,3342,395,173,stop,4020,1.228800
gale-32b,Steadfast,2945,249,109,stop,3710,1.021637
gale-32b,NimbusServe,2623,335,148,stop,90174,1.021288
gale-32b,Steadfast,1686,340,151,stop,4415,0.672798
gale-32b,Fastori,3238,323,148,stop,1084,1.031675
gale-32b,Steadfast,2361,378,174,stop,4580,0.938422
gale-32b,NimbusServe,3080,388,180,stop,81407,1.139301
gale-32b,Coreline,2646,364,162,stop,3296,0.916504
gale-32b,Steadfast,2741,262,116,stop,3974,0.939501
gale-32b,Fastori,1865,342,158,stop,1253,0.746322
gale-32b,Steadfast,1789,381,165,stop,3915,0.738443
gale-32b,Coreline,1552,365,168,stop,2352,0.623882
gale-32b,Steadfast,2091,289,134,stop,3493,0.824110
gale-32b,Steadfast,2531,361,162,stop,4578,0.898978
gale-32b,NimbusServe,3134,242,107,stop,5347,0.989833
gale-32b,NimbusServe,2207,294,135,stop,5451,0.869371
gale-32b,Coreline,2665,335,147,stop,2315,1.010661
gale-32b,Fastori,2074,376,172,stop,1379,0.852300
gale-32b,Fastori,2616,210,101,stop,1407,0.857237
gale-32b,Coreline,2824,373,166,stop,2062,1.061108
gale-32b,Coreline,2514,407,186,stop,3039,0.878432
gale-32b,NimbusServe,2611,352,158,stop,7800,0.847984
gale-32b,Steadfast,2501,258,121,stop,3706,0.836886
gale-32b,Coreline,1930,366,163,stop,3022,0.804661
gale-32b,Coreline,3320,408,194,stop,2615,1.204330
gale-32b,Fastori,2512,359,152,stop,1321,0.823448
gale-32b,Steadfast,1956,329,147,stop,4475,0.759527
gale-32b,NimbusServe,2834,361,167,stop,4998,1.005524
gale-32b,NimbusServe,2072,387,177,stop,111335,0.862689
gale-32b,NimbusServe,1834,391,181,stop,6378,0.717530
gale-32b,Coreline,2428,314,140,stop,3158,0.939023
gale-32b,Fastori,2741,323,149,stop,1317,0.957554
gale-32b,Steadfast,1598,302,140,stop,4406,0.584051
gale-32b,Fastori,3054,401,176,stop,1649,1.013742
gale-32b,Coreline,3013,415,174,stop,2812,1.010812
gale-32b,Fastori,2506,259,116,stop,1368,0.877039
gale-32b,NimbusServe,2739,246,110,stop,81421,0.899757
gale-32b,Steadfast,2690,268,122,stop,4036,0.868978
gale-32b,NimbusServe,3150,326,146,stop,7347,0.986510
gale-32b,Fastori,2476,228,99,stop,1279,0.798015
gale-32b,NimbusServe,3195,361,167,stop,112887,1.172783
gale-32b,Coreline,2425,266,125,stop,2796,0.834105
gale-32b,NimbusServe,2135,265,113,stop,113068,0.815422
gale-32b,Fastori,1742,345,152,stop,1533,0.703306
gale-32b,Coreline,1943,277,127,stop,2112,0.702698
gale-32b,Steadfast,2221,295,128,stop,3092,0.746243
gale-32b,Coreline,2137,427,199,stop,2450,0.904795
gale-32b,Steadfast,1635,308,135,stop,4266,0.650357
gale-32b,NimbusServe,2753,282,121,stop,5275,1.024654
gale-32b,Coreline,2179,200,88,stop,3179,0.756509
gale-32b,Fastori,2798,391,178,stop,1416,0.911465
gale-32b,NimbusServe,3300,358,170,stop,51887,1.066392
gale-32b,Steadfast,1571,376,172,stop,4570,0.608228
gale-32b,NimbusServe,2187,292,131,stop,71353,0.713261
gale-32b,Fastori,2635,440,195,stop,1544,1.020015
gale-32b,NimbusServe,2634,209,93,stop,81387,0.917154
gale-32b,Coreline,2687,301,140,stop,1715,0.903499
gale-32b,Steadfast,2187,325,141,stop,3957,0.723393
gale-32b,Steadfast,2558,258,117,stop,4644,0.931080
gale-32b,Coreline,2438,315,135,stop,2168,0.885477
gale-32b,Steadfast,2882,307,141,stop,3385,1.024309
gale-32b,NimbusServe,2121,330,149,stop,83735,0.711770
gale-32b,NimbusServe,1650,189,87,stop,5940,0.545133
gale-32b,Steadfast,2053,223,98,stop,4126,0.719812
gale-32b,Coreline,3174,324,139,stop,1996,0.988497
gale-32b,Steadfast,3164,309,135,stop,3230,0.982334
gale-32b,Fastori,844,399,177,stop,1217,0.413182
gale-32b,Steadfast,2179,241,108,stop,4091,0.708523
gale-32b,NimbusServe,2565,300,136,stop,97045,0.985223
gale-32b,Steadfast,2242,293,129,stop,3310,0.744999
gale-32b,NimbusServe,2095,183,78,stop,6310,0.743556
gale-32b,Steadfast,2386,298,133,stop,4060,0.857865
gale-32b,Coreline,1252,333,153,stop,1760,0.521721
gale-32b,Fastori,3163,338,154,stop,1383,1.098395
gale-32b,Steadfast,2852,402,187,stop,3048,1.054422
gale-32b,Fastori,2557,457,212,stop,1352,1.015447
gale-32b,NimbusServe,1887,279,123,stop,5476,0.737059
gale-32b,Steadfast,3045,311,142,stop,4173,1.104120
gale-32b,Steadfast,1888,234,108,stop,4469,0.668474
gale-32b,NimbusServe,2120,265,119,stop,4779,0.692453
gale-32b,Steadfast,2530,362,159,stop,4536,0.907760
gale-32b,Coreline,2623,370,158,stop,1674,1.025896
gale-32b,Fastori,2486,240,104,stop,1151,0.901900
gale-32b,NimbusServe,2375,353,153,stop,6563,0.909621
gale-32b,Coreline,2921,458,208,stop,2805,1.055260
gale-32b,Coreline,3153,304,140,stop,2746,0.995394
gale-32b,Coreline,1729,377,172,stop,2095,0.697934
gale-32b,Coreline,2597,241,109,stop,2853,0.811714
gale-32b,Steadfast,2912,264,117,stop,3854,1.038150
gale-32b,Fastori,1664,442,192,stop,1350,0.710900
gale-32b,Fastori,3619,391,173,stop,1094,1.314811
gale-32b,Coreline,1852,327,151,stop,2885,0.766521
gale-32b,NimbusServe,2484,213,94,stop,6725,0.827813
gale-32b,Fastori,1728,299,133,stop,1269,0.587793
gale-32b,Coreline,2381,307,140,stop,2404,0.835606
gale-32b,NimbusServe,2729,264,118,stop,4810,0.979784
gale-32b,Fastori,3132,329,150,stop,1350,1.026062
gale-32b,Steadfast,2020,385,179,stop,4084,0.821836
gale-32b,NimbusServe,3354,380,167,stop,5762,1.211253
gale-32b,Fastori,1393,305,134,stop,1141,0.597466
gale-32b,Fastori,3229,238,109,stop,1843,1.099694
gale-32b,NimbusServe,1988,284,133,stop,7671,0.764917
gale-32b,Fastori,2374,241,105,stop,1811,0.795612
gale-32b,Steadfast,1818,394,179,stop,2799,0.715449
gale-32b,Fastori,1710,348,154,stop,1300,0.728380
gale-32b,Fastori,2341,336,158,stop,1233,0.879811
gale-32b,Fastori,3552,274,123,stop,1098,1.296461
gale-32b,NimbusServe,2486,182,83,stop,7440,0.816421
gale-32b,Fastori,2064,351,159,stop,852,0.815381
gale-32b,Steadfast,2003,409,186,stop,3639,0.844383
gale-32b,NimbusServe,2621,338,156,stop,5829,0.942508
gale-32b,Coreline,2449,321,142,stop,2104,0.943437
gale-32b,Coreline,2091,330,143,stop,3040,0.840505
gale-32b,Fastori,2888,306,135,stop,1028,0.909255
gale-32b,Coreline,2812,351,153,stop,2251,0.953552
gale-32b,Coreline,3129,238,107,stop,2699,0.970457
gale-32b,NimbusServe,2612,409,177,stop,7355,0.874385
gale-32b,NimbusServe,2707,316,141,stop,6384,0.939217
gale-32b,Steadfast,3471,257,115,stop,4054,1.106031
gale-32b,NimbusServe,2265,401,181,stop,5260,0.882881
gale-32b,NimbusServe,2528,204,91,stop,6218,0.917919
gale-32b,Fastori,2195,419,186,stop,1791,0.858308
fenn-15b,Coreline,2555,224,120,stop,2080,0.423758
fenn-15b,Fastori,2607,257,141,stop,1296,0.464493
fenn-15b,Steadfast,2168,407,227,stop,4058,0.458531
fenn-15b,Steadfast,3020,320,181,stop,4068,0.568902
fenn-15b,Coreline,2398,230,122,stop,2132,0.380330
fenn-15b,Coreline,2551,241,131,stop,1826,0.398046
fenn-15b,NimbusServe,2061,391,212,stop,5229,0.404188
fenn-15b,Steadfast,1863,382,213,stop,4034,0.385172
fenn-15b,Coreline,2082,306,162,stop,3262,0.398292
fenn-15b,NimbusServe,2988,225,121,stop,6635,0.541792
fenn-15b,NimbusServe,1524,382,199,stop,69120,0.297787
fenn-15b,Fastori,1979,319,175,stop,1370,0.371354
fenn-15b,NimbusServe,2414,304,167,stop,6054,0.453617
fenn-15b,Steadfast,2157,202,109,stop,4410,0.401436
fenn-15b,NimbusServe,2183,282,158,stop,83371,0.355888
fenn-15b,Coreline,3461,399,218,stop,2392,0.641558
fenn-15b,Coreline,2301,371,209,stop,2709,0.432493
fenn-15b,NimbusServe,3061,254,143,stop,6290,0.525546
fenn-15b,Steadfast,3221,356,195,stop,3909,0.595924
fenn-15b,Steadfast,2259,277,148,stop,4463,0.399948
fenn-15b,Fastori,3311,336,192,stop,1546,0.631176
fenn-15b,Fastori,2027,371,198,stop,1306,0.410486
fenn-15b,Steadfast,1397,366,193,stop,4686,0.291290
fenn-15b,NimbusServe,2475,273,146,stop,60407,0.470160
fenn-15b,Steadfast,2987,307,175,stop,3566,0.491106
fenn-15b,Fastori,2116,315,170,stop,1300,0.414121
fenn-15b,Fastori,2139,350,194,stop,1388,0.442503
fenn-15b,Coreline,3172,277,149,stop,2454,0.493369
fenn-15b,Fastori,2346,348,186,stop,1352,0.431562
fenn-15b,NimbusServe,1567,223,121,stop,6892,0.283334
fenn-15b,Coreline,2181,390,223,stop,2357,0.438059
fenn-15b,Coreline,1859,296,164,stop,10878,0.346234
fenn-15b,NimbusServe,2994,197,107,stop,6020,0.505675
fenn-15b,Coreline,2486,222,124,stop,2213,0.401481
fenn-15b,Steadfast,2923,373,202,stop,3575,0.501279
fenn-15b,Coreline,2065,282,157,stop,2622,0.381954
fenn-15b,Steadfast,2682,264,149,stop,4336,0.484109
fenn-15b,NimbusServe,2152,333,181,stop,6648,0.371612
fenn-15b,Coreline,2317,441,240,stop,2678,0.481576
fenn-15b,Fastori,1615,337,185,stop,1286,0.346994
fenn-15b,Steadfast,2990,375,206,stop,4533,0.488272
fenn-15b,Steadfast,2306,321,173,stop,3661,0.460650
fenn-15b,Fastori,1913,263,149,stop,1481,0.320419
fenn-15b,Steadfast,3256,364,198,stop,3771,0.590948
fenn-15b,Coreline,2973,351,188,stop,2638,0.552355
fenn-15b,NimbusServe,3028,372,206,stop,5817,0.522349
fenn-15b,Steadfast,2446,354,198,stop,3757,0.450670
fenn-15b,Coreline,3035,430,232,stop,2589,0.588694
fenn-15b,Steadfast,1900,311,170,stop,2992,0.338278
fenn-15b,Fastori,3178,234,127,stop,1543,0.577289
fenn-15b,Steadfast,2899,256,141,stop,4658,0.497503
fenn-15b,Fastori,2364,395,220,stop,1321,0.473056
fenn-15b,Fastori,2632,340,181,stop,1343,0.479846
fenn-15b,Steadfast,1636,330,183,stop,4305,0.323038
fenn-15b,Fastori,2379,252,141,stop,1075,0.410809
fenn-15b,Fastori,2468,329,185,stop,1367,0.440093
fenn-15b,NimbusServe,2735,400,221,stop,99497,0.541989
fenn-15b,NimbusServe,3297,345,185,stop,5131,0.618175
fenn-15b,NimbusServe,1585,327,184,stop,5995,0.294573
fenn-15b,Fastori,1557,309,172,stop,1398,0.283666
fenn-15b,Coreline,2775,257,150,stop,2168,0.501371
fenn-15b,NimbusServe,3297,369,201,stop,6460,0.544392
fenn-15b,NimbusServe,2294,326,181,stop,113315,0.404134
fenn-15b,Fastori,2828,187,99,stop,6034,0.467128
fenn-15b,NimbusServe,2772,393,225,stop,99401,0.504858
fenn-15b,Fastori,2257,284,156,stop,1310,0.368839
fenn-15b,Coreline,2337,444,244,stop,2662,0.489244
fenn-15b,Coreline,2073,356,195,stop,2884,0.390732
fenn-15b,NimbusServe,3111,257,144,stop,79034,0.542722
fenn-15b,Fastori,2640,301,161,stop,1540,0.435731
fenn-15b,NimbusServe,2801,481,263,stop,5145,0.537910
fenn-15b,Fastori,2732,286,156,stop,1158,0.503735
fenn-15b,Steadfast,3053,182,99,stop,5630,0.535149
fenn-15b,Coreline,2744,367,197,stop,2099,0.523925
fenn-15b,Coreline,2120,346,196,stop,2514,0.409840
fenn-15b,Coreline,3408,318,181,stop,3151,0.581288
fenn-15b,Coreline,2369,227,124,stop,2661,0.393382
fenn-15b,NimbusServe,2657,289,157,stop,5055,0.451443
fenn-15b,NimbusServe,2152,353,188,stop,5438,0.413165
fenn-15b,Fastori,2948,213,116,stop,1679,0.499281
fenn-15b,NimbusServe,2048,224,124,stop,6786,0.373932
fenn-15b,Steadfast,2732,220,118,stop,3966,0.442761
fenn-15b,Steadfast,3067,297,163,stop,4166,0.505239
fenn-15b,Fastori,2032,415,227,stop,1425,0.410689
fenn-15b,Steadfast,2488,255,141,stop,3731,0.461273
fenn-15b,NimbusServe,2442,411,220,stop,5790,0.496944
fenn-15b,Fastori,2270,326,174,stop,1555,0.439531
fenn-15b,Steadfast,2351,320,178,stop,3077,0.429335
fenn-15b,Steadfast,1676,422,233,stop,3858,0.343914
fenn-15b,Fastori,2588,253,138,stop,1260,0.423362
fenn-15b,Coreline,3213,253,137,stop,3297,0.592284
fenn-15b,Steadfast,2188,313,177,stop,3184,0.428894
fenn-15b,Coreline,2165,409,221,stop,2982,0.428226
fenn-15b,Fastori,1698,363,192,stop,1171,0.317636
fenn-15b,NimbusServe,2422,257,143,stop,6456,0.435494
fenn-15b,Steadfast,3219,250,138,stop,4139,0.585323
fenn-15b,Fastori,2277,376,206,stop,1649,0.437203
fenn-15b,Steadfast,2133,281,152,stop,4439,0.368375
fenn-15b,Fastori,2278,236,129,stop,1569,0.371218
fenn-15b,Coreline,2025,363,202,stop,2697,0.352847
fenn-15b,NimbusServe,2440,253,138,stop,6267,0.431214
fenn-15b,Steadfast,2522,312,174,stop,4001,0.484163
fenn-15b,Coreline,2272,368,205,stop,1966,0.448945
fenn-15b,Steadfast,2038,307,166,stop,2985,0.399254
fenn-15b,Steadfast,1794,331,181,stop,4740,0.368917
fenn-15b,Steadfast,2977,207,118,stop,2944,0.452776
fenn-15b,Fastori,3011,277,150,stop,1346,0.518019
fenn-15b,NimbusServe,3075,326,182,stop,7052,0.512086
fenn-15b,NimbusServe,3589,327,178,stop,5262,0.555513
fenn-15b,NimbusServe,1879,416,224,stop,5772,0.343881
fenn-15b,Coreline,2590,193,110,stop,2807,0.462815
fenn-15b,Coreline,1055,350,190,stop,2549,0.224873
fenn-15b,Steadfast,2671,279,157,stop,3599,0.434183
fenn-15b,NimbusServe,2897,225,126,stop,6690,0.496668
fenn-15b,Steadfast,3131,308,171,stop,4223,0.550130
fenn-15b,Coreline,3081,291,157,stop,2357,0.501595
fenn-15b,NimbusServe,1716,316,176,stop,6197,0.330399
fenn-15b,Fastori,2459,310,166,stop,1634,0.467117
fenn-15b,NimbusServe,2468,348,188,stop,5785,0.471270
fenn-15b,Coreline,1732,287,154,stop,2507,0.299124
fenn-15b,Steadfast,1801,232,129,stop,3813,0.341329
fenn-15b,Coreline,2100,304,167,stop,2081,0.357270
fenn-15b,NimbusServe,2058,308,168,stop,4343,0.400270
fenn-15b,Steadfast,3560,277,156,stop,3529,0.646579
fenn-15b,Fastori,2336,253,142,stop,1477,0.420886
fenn-15b,Coreline,2459,295,167,stop,2577,0.470187
fenn-15b,Coreline,2688,308,172,stop,2964,0.484645
fenn-15b,Steadfast,2156,317,175,stop,4055,0.361589
fenn-15b,NimbusServe,1386,244,136,stop,97628,0.275238
fenn-15b,Steadfast,2482,357,199,stop,4078,0.491976
fenn-15b,Fastori,2612,200,110,stop,1351,0.456812
fenn-15b,Coreline,2098,307,165,stop,2748,0.387901
fenn-15b,Coreline,2228,238,131,stop,2812,0.358371
fenn-15b,Coreline,2477,256,141,stop,2649,0.463088
fenn-15b,Coreline,2800,303,170,stop,2876,0.509283
fenn-15b,Coreline,2263,289,159,stop,2737,0.402963
fenn-15b,Steadfast,3621,431,242,stop,4589,0.660891
fenn-15b,Steadfast,3246,215,120,stop,4153,0.574599
fenn-15b,Fastori,2804,403,219,stop,1715,0.482832
fenn-15b,Fastori,1531,281,155,stop,1299,0.274814
fenn-15b,Coreline,2429,215,117,stop,3048,0.435312
fenn-15b,Fastori,2532,336,190,stop,1399,0.462210
fenn-15b,Fastori,2345,285,158,stop,1667,0.417755
fenn-15b,Coreline,3151,409,227,stop,2080,0.542604
fenn-15b,Coreline,2067,348,186,stop,2107,0.389047
fenn-15b,Fastori,2605,265,149,stop,1479,0.436399
fenn-15b,Coreline,3100,289,161,stop,15309,0.523712
fenn-15b,Coreline,2003,271,147,stop,2253,0.364720
fenn-15b,Fastori,2208,362,202,stop,1316,0.429395
fenn-15b,Steadfast,3537,401,225,stop,3861,0.586369
fenn-15b,Steadfast,2041,378,208,stop,19165,0.373368
fenn-15b,Coreline,1841,328,179,stop,2434,0.341458
fenn-15b,NimbusServe,2579,355,203,stop,107484,0.496110
fenn-15b,Coreline,2462,288,159,stop,2948,0.468496
fenn-15b,Fastori,2545,469,261,stop,1535,0.448403
fenn-15b,NimbusServe,1585,308,172,stop,4447,0.288383
fenn-15b,NimbusServe,2900,397,220,stop,5753,0.555233
fenn-15b,NimbusServe,2051,350,195,stop,5897,0.422317
fenn-15b,Fastori,2461,282,152,stop,1009,0.411550
fenn-15b,NimbusServe,1477,259,145,stop,4752,0.305976
fenn-15b,NimbusServe,1143,210,115,stop,51011,0.202495
fenn-15b,Fastori,2742,368,197,stop,1255,0.524171
fenn-15b,Coreline,3005,372,208,stop,2345,0.565467
fenn-15b,Fastori,2380,231,128,stop,1341,0.373639
fenn-15b,Coreline,3075,281,155,stop,2423,0.569060
fenn-15b,Fastori,2801,180,99,stop,1721,0.456052
fenn-15b,Fastori,2088,328,182,stop,1129,0.416539
fenn-15b,NimbusServe,1973,165,93,stop,5721,0.321063
fenn-15b,NimbusServe,2794,270,151,stop,5839,0.491761
fenn-15b,Coreline,1797,281,154,stop,2775,0.303940
fenn-15b,Coreline,2566,368,209,stop,3284,0.506001
fenn-15b,NimbusServe,2717,416,226,stop,8337,0.531840
fenn-15b,Coreline,1953,385,212,stop,3179,0.384901
fenn-15b,Steadfast,2183,246,137,stop,3914,0.391821
fenn-15b,Steadfast,1611,245,135,stop,4964,0.278160
fenn-15b,NimbusServe,1510,455,251,stop,5427,0.356223
fenn-15b,Fastori,2492,292,159,stop,1785,0.484665
fenn-15b,NimbusServe,2793,215,118,stop,7418,0.491703
fenn-15b,Steadfast,3128,237,132,stop,4207,0.553676
fenn-15b,Steadfast,2966,232,127,stop,3426,0.529837
fenn-15b,NimbusServe,2697,439,233,stop,68210,0.525965
fenn-15b,NimbusServe,2479,261,140,stop,6780,0.454320
fenn-15b,NimbusServe,2022,244,132,stop,5324,0.351127
fenn-15b,NimbusServe,3103,343,188,stop,4786,0.530255
fenn-15b,Coreline,1877,347,191,stop,2465,0.377758
fenn-15b,NimbusServe,1901,266,142,stop,6853,0.369698
fenn-15b,NimbusServe,3040,349,199,stop,5555,0.536653
fenn-15b,Steadfast,2832,305,164,stop,4565,0.521480
fenn-15b,NimbusServe,2460,305,170,stop,6543,0.424128
fenn-15b,Steadfast,2053,308,167,stop,3633,0.356086
fenn-15b,NimbusServe,2214,263,141,stop,83436,0.366031
fenn-15b,NimbusServe,1768,310,177,stop,6314,0.309458
fenn-15b,Steadfast,3019,388,219,stop,4227,0.519448
fenn-15b,Fastori,2143,456,249,stop,1483,0.384864
fenn-15b,NimbusServe,3112,326,176,stop,7088,0.509080
fenn-15b,Coreline,2032,328,175,stop,2162,0.361438
fenn-15b,Steadfast,2749,355,201,stop,4069,0.489237
fenn-15b,Steadfast,2482,315,177,stop,4077,0.424847
fenn-15b,NimbusServe,2243,174,95,stop,5359,0.387629
fenn-15b,Fastori,2598,354,199,stop,1295,0.490800
fenn-15b,NimbusServe,2551,398,218,stop,6796,0.484457
fenn-15b,NimbusServe,2577,358,195,stop,6246,0.504309
fenn-15b,Steadfast,2701,383,209,stop,4657,0.537235
fenn-15b,Coreline,2447,273,153,stop,2294,0.459487
fenn-15b,Fastori,1890,394,216,stop,1065,0.409154
fenn-15b,Steadfast,2320,310,176,stop,4677,0.436191
fenn-15b,NimbusServe,2191,302,163,stop,4924,0.365570
fenn-15b,Steadfast,2093,246,138,stop,4106,0.354113
fenn-15b,Fastori,2973,283,158,stop,1397,0.470627
fenn-15b,Fastori,2300,345,189,stop,5900,0.458040
fenn-15b,Steadfast,2696,327,180,stop,3898,0.522751
fenn-15b,Coreline,2069,366,203,stop,3395,0.386718
fenn-15b,Coreline,1528,345,184,stop,2946,0.290603
fenn-15b,Coreline,2781,349,193,stop,2795,0.509075
fenn-15b,Steadfast,2277,325,187,stop,3006,0.431880
fenn-15b,Coreline,2972,256,137,stop,2302,0.472808
fenn-15b,Steadfast,2739,400,219,stop,3879,0.489281
fenn-15b,NimbusServe,2030,277,148,stop,4807,0.381996
fenn-15b,NimbusServe,3115,384,208,stop,5765,0.586989
fenn-15b,Fastori,3426,385,216,stop,1430,0.659307
fenn-15b,Coreline,2701,441,233,stop,2271,0.498546
fenn-15b,Coreline,2458,329,179,stop,3178,0.414936
fenn-15b,Coreline,2183,344,190,stop,2808,0.383079
fenn-15b,Fastori,2403,353,195,stop,1269,0.406192
fenn-15b,Coreline,2920,323,176,stop,2194,0.462912
fenn-15b,NimbusServe,2513,393,212,stop,6513,0.455650
fenn-15b,Fastori,2670,290,159,stop,1097,0.510701
fenn-15b,Coreline,3165,351,195,stop,3122,0.605414
fenn-15b,NimbusServe,2566,350,192,stop,5974,0.487610
fenn-15b,Steadfast,2109,373,204,stop,3725,0.422699
fenn-15b,Steadfast,2652,350,190,stop,4166,0.482207
fenn-15b,Coreline,2950,396,222,stop,2628,0.585135
fenn-15b,Fastori,3239,299,167,stop,1010,0.607725
fenn-15b,Fastori,2104,317,174,stop,1391,0.359145
fenn-15b,Steadfast,2754,280,156,stop,3925,0.503223
fenn-15b,Fastori,1896,342,193,stop,860,0.392441
fenn-15b,Fastori,2501,285,155,stop,937,0.431594
fenn-15b,Steadfast,2914,383,215,stop,2922,0.564300
fenn-15b,Coreline,1406,258,136,stop,3222,0.273219
fenn-15b,Coreline,2306,364,200,stop,2800,0.462911
fenn-15b,Fastori,3372,437,240,stop,1583,0.651747
fenn-15b,Fastori,2357,328,178,stop,1273,0.452562
fenn-15b,Fastori,2850,244,130,stop,1346,0.438182
fenn-15b,Fastori,2740,315,172,stop,1386,0.483566
fenn-15b,Steadfast,3076,277,154,stop,20107,0.485170
fenn-15b,NimbusServe,2435,420,224,stop,7074,0.428420
fenn-15b,NimbusServe,2385,389,215,stop,6178,0.416006
fenn-15b,NimbusServe,3188,225,121,stop,5513,0.507377
fenn-15b,Steadfast,3221,307,169,stop,5179,0.539837
fenn-15b,Steadfast,2568,239,137,stop,4973,0.415946
fenn-15b,Coreline,2652,277,151,stop,2555,0.430547
fenn-15b,NimbusServe,3978,312,169,stop,54370,0.709517
fenn-15b,Coreline,1980,292,163,stop,2176,0.336716
fenn-15b,Coreline,2633,363,197,stop,2750,0.458452
fenn-15b,Coreline,1949,415,234,stop,2220,0.355133
fenn-15b,Coreline,1852,378,205,stop,2082,0.389127
fenn-15b,Fastori,2069,331,180,stop,1573,0.424720
fenn-15b,Steadfast,2225,286,160,stop,4294,0.413623
fenn-15b,Coreline,1482,190,103,stop,2757,0.276571
fenn-15b,Steadfast,2292,220,121,stop,3652,0.415801
fenn-15b,Fastori,1747,277,153,stop,1492,0.321466
fenn-15b,Steadfast,2064,373,211,stop,4524,0.417849
fenn-15b,NimbusServe,2552,204,116,stop,4774,0.471830
fenn-15b,Coreline,2871,249,139,stop,2981,0.492404
fenn-15b,NimbusServe,2796,421,224,stop,5287,0.482198
fenn-15b,Coreline,2799,284,153,stop,2821,0.470298
fenn-15b,NimbusServe,2349,237,132,stop,5756,0.386346
fenn-15b,Fastori,2920,325,180,stop,903,0.504500
fenn-15b,Coreline,2424,416,230,stop,2266,0.420128
fenn-15b,Fastori,2236,304,166,stop,1547,0.417530
fenn-15b,Coreline,2055,373,202,stop,2646,0.427181
fenn-15b,Fastori,2617,413,223,stop,1378,0.449851
fenn-15b,Steadfast,2718,397,217,stop,4329,0.459387
fenn-15b,Fastori,2307,247,136,stop,1713,0.411848
fenn-15b,Steadfast,2429,336,176,stop,5049,0.474387
fenn-15b,Coreline,2571,349,195,stop,2764,0.508026
fenn-15b,Steadfast,2558,342,188,stop,4281,0.473952
fenn-15b,Steadfast,2809,323,178,stop,3615,0.501550
fenn-15b,Steadfast,2606,232,125,stop,4054,0.449417
fenn-15b,Fastori,2547,234,129,stop,1329,0.405860
fenn-15b,Coreline,2175,238,130,stop,1987,0.403469
fenn-15b,NimbusServe,2742,260,145,stop,5449,0.501236
fenn-15b,NimbusServe,2648,432,237,stop,6961,0.488401
fenn-15b,NimbusServe,2697,345,185,stop,59614,0.462536
fenn-15b,Fastori,2773,265,143,stop,1424,0.490139
fenn-15b,Fastori,2739,290,154,stop,1390,0.491383
fenn-15b,Steadfast,2594,351,195,stop,3299,0.479776
fenn-15b,Fastori,2234,353,195,stop,1366,0.416449
fenn-15b,Fastori,1323,204,113,stop,1236,0.237908
fenn-15b,Steadfast,1792,195,110,stop,3895,0.294183
fenn-15b,NimbusServe,3046,326,180,stop,6186,0.542507
fenn-15b,Coreline,1637,387,217,stop,2538,0.329845
fenn-15b,Coreline,1868,299,162,stop,2551,0.370980
fenn-15b,Fastori,1750,323,181,stop,1442,0.355649
fenn-15b,Fastori,2423,344,186,stop,1667,0.479224
fenn-15b,Fastori,2292,307,164,stop,1176,0.438838
fenn-15b,Fastori,2533,274,147,stop,1563,0.429317
fenn-15b,NimbusServe,3541,281,159,stop,6157,0.647309
fenn-15b,Fastori,2326,305,164,stop,1542,0.400667
fenn-15b,Fastori,2647,189,104,stop,1379,0.416813
fenn-15b,NimbusServe,3045,344,188,stop,4069,0.587718
fenn-15b,Fastori,2030,253,134,stop,1168,0.360112
fenn-15b,Steadfast,1967,273,153,stop,16650,0.367054
fenn-15b,NimbusServe,2372,353,198,stop,6242,0.462390
fenn-15b,Steadfast,2637,311,178,stop,4976,0.482860
